"SiteID","Year","Month","Day","Date","NEE_int","GPP_int","TA_avg","VPD_avg","SW_IN_avg","P_int","SWC_avg"
"US-Mpj",2008,5,31,2008-05-31,-0.068384401804386,1.18068493707493,21.3109052083333,2.36645625,377.588749583333,0,NA
"US-Mpj",2008,6,1,2008-06-01,0.174406695700536,1.00495914646345,22.81534125,2.62110833333333,377.520497291667,0,NA
"US-Mpj",2008,6,2,2008-06-02,0.045151797586482,1.0816810663133,23.01135875,2.56249583333333,350.34544375,0,NA
"US-Mpj",2008,6,3,2008-06-03,-0.238368525056964,1.30523826095161,20.2348897916667,2.08519166666667,374.27348125,0,NA
"US-Mpj",2008,6,4,2008-06-04,0.137482756426152,1.00698346346794,19.4733770833333,2.05628958333333,362.358935416667,0,NA
"US-Mpj",2008,6,5,2008-06-05,-0.986277180011202,1.84369891992685,12.787579375,1.00176958333333,359.418941666667,0,NA
"US-Mpj",2008,6,6,2008-06-06,-0.506615236664616,1.43195270457645,16.91495875,1.56639625,382.2934,0,NA
"US-Mpj",2008,6,7,2008-06-07,0.0573746146462981,0.953154493427268,22.3829164583333,2.415175,375.3656,0,NA
"US-Mpj",2008,6,8,2008-06-08,-0.179913509766414,1.08102587935529,20.317010625,1.99693541666667,369.76438125,0,NA
"US-Mpj",2008,6,9,2008-06-09,-0.547497072079776,1.33010207518795,17.8824883333333,1.68764208333333,378.62704375,0,NA
"US-Mpj",2008,6,10,2008-06-10,-0.0779453873586179,0.97612101865881,23.2968491666667,2.54277083333333,364.987314583333,0,NA
"US-Mpj",2008,6,11,2008-06-11,-0.173093528938752,1.0743727739807,22.0958945833333,2.4102375,381.836145833333,0,NA
"US-Mpj",2008,6,12,2008-06-12,-0.469358338849758,1.1756125026257,19.628561875,2.06864791666667,380.6904875,0,NA
"US-Mpj",2008,6,13,2008-06-13,-0.383877000718758,1.06040432194897,20.049440625,2.17215625,383.712372916667,0,NA
"US-Mpj",2008,6,14,2008-06-14,-0.264797351213724,0.970703541714294,23.5828335416667,2.71375833333333,382.944422916667,0,NA
"US-Mpj",2008,6,15,2008-06-15,-0.025247758318758,0.76986136614735,25.11934875,2.92387916666667,364.477604166667,0,NA
"US-Mpj",2008,6,16,2008-06-16,0.202701599654022,0.65927575728342,25.4220541666667,2.78027,362.242066666667,0.32995,NA
"US-Mpj",2008,6,17,2008-06-17,0.0407829806092439,0.829312297741098,22.851178125,1.99928875,377.128578958333,0,NA
"US-Mpj",2008,6,18,2008-06-18,0.028343679303276,0.861838326489582,22.2242704166667,1.92382908333333,373.55566875,0,NA
"US-Mpj",2008,6,19,2008-06-19,0.0453767036095259,0.905149390089888,23.87275375,2.52634145833333,375.662575,0,NA
"US-Mpj",2008,6,20,2008-06-20,-0.000288612655308022,1.08668837824956,17.0030614583333,0.873608708333333,302.2457725,0,NA
"US-Mpj",2008,6,21,2008-06-21,-0.025349364460422,0.849377106597978,15.9862895833333,0.9077625,287.369593541667,0,NA
"US-Mpj",2008,6,22,2008-06-22,-0.222838453035234,1.11617549656133,20.2520439583333,1.72112645833333,348.879464583333,0,NA
"US-Mpj",2008,6,23,2008-06-23,-0.137000203354944,1.02717639515119,21.2760929166667,1.90360604166667,339.326135416667,0,NA
"US-Mpj",2008,6,24,2008-06-24,-0.421569611227134,1.23920692142557,21.9113758333333,2.03682020833333,366.888977083333,0,NA
"US-Mpj",2008,6,25,2008-06-25,-0.412962838246692,1.19915534492006,22.2499972916667,2.103775625,363.80783125,0,NA
"US-Mpj",2008,6,26,2008-06-26,-0.241968473411436,1.08248670329753,22.5370197916667,2.11787083333333,352.361820833333,0,NA
"US-Mpj",2008,6,27,2008-06-27,-0.212510761919226,0.993558175832916,21.163025625,1.86345083333333,211.144456875,0,NA
"US-Mpj",2008,6,28,2008-06-28,0.105020818493778,0.71257541776002,19.4187264583333,1.46121979166667,208.172173125,0,NA
"US-Mpj",2008,6,29,2008-06-29,-0.377452788058332,0.983416805666694,16.0506260416667,0.695630208333333,287.057228125,0,NA
"US-Mpj",2008,6,30,2008-06-30,-0.277010027938746,0.793045804261428,16.8303602083333,1.08790375,336.616853125,0,NA
"US-Mpj",2008,7,1,2008-07-01,-0.188963320012416,0.714081578206662,16.8675439583333,1.00857541666667,281.630954375,0,NA
"US-Mpj",2008,7,2,2008-07-02,-0.205152270356808,0.805433525480952,18.837625625,1.21902785416667,308.3037625,0,NA
"US-Mpj",2008,7,3,2008-07-03,-0.201980669694786,0.840565377264942,18.042581875,0.974965833333334,311.651,0,NA
"US-Mpj",2008,7,4,2008-07-04,-0.199120337076492,0.918044157235842,19.90423125,1.37298145833333,302.1095,0,NA
"US-Mpj",2008,7,5,2008-07-05,-0.166494163901022,0.973980906437916,21.2570570833333,1.56714770833333,315.652645833333,35.8,NA
"US-Mpj",2008,7,6,2008-07-06,-0.014558855259042,0.877942601373888,18.96183125,0.964498541666667,179.524070208333,0,NA
"US-Mpj",2008,7,7,2008-07-07,0.181554813420876,0.835942239229572,17.0927010416667,0.635969583333333,190.2755,0,NA
"US-Mpj",2008,7,8,2008-07-08,0.0435586438209961,1.04672285676358,15.5417558333333,0.319043541666667,161.632222916667,15.7,NA
"US-Mpj",2008,7,9,2008-07-09,0.844717746317292,0.560044797979932,17.0221989583333,0.137514,94.8098441666666,0,NA
"US-Mpj",2008,7,10,2008-07-10,1.05418427803182,0.521146372097088,16.02172125,0.171230291666667,84.631925,0,NA
"US-Mpj",2008,7,11,2008-07-11,0.604447736717142,0.926805447143082,19.903065625,0.638007458333333,241.769797916667,0,NA
"US-Mpj",2008,7,12,2008-07-12,0.502664069470392,1.08225521707216,18.96977,0.574414729166667,156.913677083333,0,NA
"US-Mpj",2008,7,13,2008-07-13,0.643846159390626,0.974337308192322,17.4607445833333,0.500281041666667,177.564939583333,0,NA
"US-Mpj",2008,7,14,2008-07-14,1.12218376524097,0.514045487586204,17.9918925,0.61804375,178.548766458333,22.9,NA
"US-Mpj",2008,7,15,2008-07-15,1.42650857841786,0.493215345160056,20.6202383333333,1.08451708333333,298.988246458333,1.3,NA
"US-Mpj",2008,7,16,2008-07-16,1.24171319414619,0.658127180329452,20.6929597916667,1.19347479166667,307.204145833333,0,NA
"US-Mpj",2008,7,17,2008-07-17,0.84814269579504,1.03187161078918,20.0154175,1.04396979166667,285.826666666667,0.54992,NA
"US-Mpj",2008,7,18,2008-07-18,0.48356401089402,1.30235490778648,18.5820875,0.791895583333333,190.499529166667,1.75973,NA
"US-Mpj",2008,7,19,2008-07-19,0.79997064652404,1.21212202968212,16.9043504166667,0.506384375,164.896520833333,12.09818,NA
"US-Mpj",2008,7,20,2008-07-20,0.387295528467312,1.69583970460183,18.3913429166667,0.836574791666667,217.805939583333,0,NA
"US-Mpj",2008,7,21,2008-07-21,0.55696297678038,1.66344067358532,19.7211335416667,1.030071875,245.597638958333,0,NA
"US-Mpj",2008,7,22,2008-07-22,-0.0726731347184641,2.15976012606716,19.9008514583333,0.977966458333333,196.146125,0,NA
"US-Mpj",2008,7,23,2008-07-23,-0.00371983446943212,2.11691977588699,21.283923125,1.41663645833333,267.182875,0,NA
"US-Mpj",2008,7,24,2008-07-24,0.39344961015846,1.9035956193669,22.262383125,1.679320625,291.84275,0,NA
"US-Mpj",2008,7,25,2008-07-25,-0.21496890680307,2.45604244369221,20.904001875,1.28118354166667,325.878708333333,0,NA
"US-Mpj",2008,7,26,2008-07-26,1.07925257125557,1.32404587908709,16.474565625,0.158164458333333,86.9524558333333,11.87821,NA
"US-Mpj",2008,7,27,2008-07-27,1.07417567188525,1.76646581655325,19.5088535416667,0.366913854166667,288.1307625,5.16922,NA
"US-Mpj",2008,7,28,2008-07-28,1.4348457096851,1.34444909445784,21.52403375,1.3316175,347.96031875,0,NA
"US-Mpj",2008,7,29,2008-07-29,0.63396006004035,1.77127650548883,22.7477475,1.861925,342.473422916667,0,NA
"US-Mpj",2008,7,30,2008-07-30,0.245626312671972,2.01732742454686,22.4613616666667,1.81834854166667,311.374770208333,0,NA
